Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
1,003862.jpg,A dozer is traveling on the site.
1,003865.jpg,A dozer is paving on a slope.
1,003876.jpg,A dump truck is waiting beside an excavator to be loaded.
1,003888.jpg,A grader parked on the middle of the road.
1,003903.jpg,A backhoe loader is excavating a bucket of soil with tree root.
1,003905.jpg,A wheel loader dumping rock on the field.
1,003911.jpg,A concrete mixer truck is idling.
1,003914.jpg,Two wheel loaders are transferring the large rectangular concrete blocks to the dump trucks.
1,003917.jpg,An excavator is excavating the rock on the cliff.
1,003920.jpg,A wheel loader is loading a bucket of soil.
1,003937.jpg,Two dump trucks are travelling on the new road. A compactor is compacting the concrete road. A wheel loader is cleaning the extra soil to the side of the road.
1,003938.jpg,One dozer is pushing loose soil.
1,003943.jpg,A dozer is pathing the soil on the field.
1,003946.jpg,A grader is levelling the road on the countryside.
1,003949.jpg,A mobile crane is about to lift material to the dump trucks.
1,003963.jpg,A compactor is compacting road.
1,003973.jpg,One mobile crane is in operation.
1,003983.jpg,A grader is pushing the soil on the forest.
1,004109.jpg,A compactor is riding.
1,004128.jpg,A compactor is riding.
1,004247.jpg,A concrete mixer truck is riding.
1,004249.jpg,A concrete mixer truck is riding.
1,004259.jpg,A concrete mixer truck is riding.
1,004262.jpg,A concrete mixer truck is riding.
1,004265.jpg,A dump truck is dumping.
1,004356.jpg,A concrete mixer truck is riding.
1,004383.jpg,A mobile crane is riding.
1,004408.jpg,A concrete mixer truck is riding.
1,004436.jpg,A concrete mixer truck is riding.
1,004444.jpg,A concrete mixer truck is riding.
1,004459.jpg,A concrete mixer truck is riding.
1,004663.jpg,A compactor is riding.
1,004683.jpg,A concrete mixer truck is riding.
1,004687.jpg,A concrete mixer truck is riding.
1,004708.jpg,A mobile crane is riding.
1,004712.jpg,A wheel loader is riding.
1,004732.jpg,A concrete mixer truck is riding.
1,004735.jpg,A dump truck is riding.
1,004770.jpg,A dump truck is riding.
1,004782.jpg,A mobile crane is riding.
1,004800.jpg,A mobile crane is riding.
1,004842.jpg,An excavator is digging.
1,004899.jpg,A compactor is riding.
1,004929.jpg,A compactor is riding.
1,004967.jpg,A compactor is riding.
1,004983.jpg,A wheel loader is pushing soil.
1,005050.jpg,A wheel loader is transferring gravel.
1,005160.jpg,A concrete mixer truck is riding.
1,005162.jpg,A concrete mixer truck is riding.
1,005407.jpg,A concrete mixer truck is riding.
1,005467.jpg,A concrete mixer truck is riding.
1,005493.jpg,A compactor is riding.
1,005565.jpg,A mobile crane is riding.
1,005570.jpg,A concrete mixer truck is riding.
1,005588.jpg,A dump truck is riding.
1,005606.jpg,A compactor is riding.
1,005649.jpg,An excavator is riding.
1,005654.jpg,A wheel loader is riding.
1,005670.jpg,A concrete mixer truck is riding.
1,005674.jpg,A mobile crane is riding.
1,005683.jpg,A backhoe loader is riding.
1,005697.jpg,A wheel loader is riding.
1,005727.jpg,A mobile crane is riding.
1,005753.jpg,A mobile crane is riding.
1,005767.jpg,A concrete mixer truck is riding.
1,005786.jpg,A compactor is riding.
1,005790.jpg,A compactor is riding.
1,005936.jpg,A concrete mixer truck is riding.
1,005954.jpg,A mobile crane is riding.
1,005960.jpg,A wheel loader is riding.
1,005962.jpg,A mobile crane is riding.
1,005982.jpg,A mobile crane is riding.
1,006099.jpg,A wheel loader is pushing soil.
1,006101.jpg,A wheel loader is riding.
1,006178.jpg,A compactor is riding.
1,006197.jpg,A concrete mixer truck is riding.
1,006279.jpg,A mobile crane is riding.
1,006290.jpg,A mobile crane is riding.
1,006303.jpg,A mobile crane is riding.
1,006322.jpg,A concrete mixer truck is riding.
1,006323.jpg,A concrete mixer truck is riding.
1,006376.jpg,A concrete mixer truck is riding.
1,006507.jpg,A concrete mixer truck is riding.
1,006561.jpg,A backhoe loader is riding.
1,006565.jpg,A concrete mixer truck is riding.
1,006576.jpg,A wheel loader is riding.
1,006591.jpg,A backhoe loader is riding.
1,006602.jpg,A concrete mixer truck is riding.
1,006619.jpg,A mobile crane is riding.
1,006620.jpg,A concrete mixer truck is riding.
1,006632.jpg,A concrete mixer truck is riding.
1,006727.jpg,A compactor is riding.
1,006739.jpg,A compactor is riding.
1,006867.jpg,A compactor is riding.
1,006880.jpg,A concrete mixer truck is riding.
1,006914.jpg,A concrete mixer truck is riding.
1,006922.jpg,A mobile crane is riding.
1,006934.jpg,A mobile crane is riding.
1,007035.jpg,A concrete mixer truck is riding.
1,007069.jpg,A compactor is riding.
1,007188.jpg,A mobile crane is lifting a truck.
1,007301.jpg,A concrete mixer truck is riding.
1,007357.jpg,A concrete mixer truck is riding.
1,007416.jpg,A grader is riding.
1,007438.jpg,A compactor is riding.
1,007521.jpg,A concrete mixer truck is riding.
1,007529.jpg,A dump truck is riding.
1,007534.jpg,A backhoe loader is pushing soil.
1,007542.jpg,A mobile crane is riding.
1,007543.jpg,A mobile crane is riding.
1,007551.jpg,A mobile crane is riding.
1,007576.jpg,A concrete mixer truck is riding.
1,007596.jpg,A backhoe loader is riding.
1,007603.jpg,A mobile crane is riding.
1,007617.jpg,A mobile crane is riding.
1,007635.jpg,A backhoe loader is riding.
1,007637.jpg,A mobile crane is riding.
1,007642.jpg,A backhoe loader is riding.
1,007652.jpg,A concrete mixer truck is riding.
1,007655.jpg,A wheel loader is riding.
1,007672.jpg,A wheel loader is riding.
1,007785.jpg,A compactor is riding.
1,007821.jpg,A wheel loader is riding.
1,007822.jpg,A concrete mixer truck is riding.
1,007844.jpg,A concrete mixer truck is riding.
1,007853.jpg,A mobile crane is riding.
1,007866.jpg,A concrete mixer truck is riding.
1,007868.jpg,A concrete mixer truck is riding.
1,007940.jpg,An excavator is digging.
1,007943.jpg,An excavator is digging.
1,007972.jpg,A mobile crane is riding.
1,008105.jpg,A mobile crane is riding.
1,008145.jpg,A wheel loader is riding.
1,008176.jpg,A grader is riding.
1,008284.jpg,A concrete mixer truck is riding.
1,008288.jpg,A mobile crane is riding.
1,008380.jpg,An excavator is lifting soil.
1,008433.jpg,A concrete mixer truck is riding.
1,008514.jpg,A concrete mixer truck is riding.
1,008517.jpg,A mobile crane is riding.
1,008543.jpg,A concrete mixer truck is riding.
1,008584.jpg,A wheel loader is pushing soil.
1,008590.jpg,A dump truck is riding.
1,008612.jpg,A concrete mixer truck is riding.
1,008636.jpg,A mobile crane is riding.
1,008658.jpg,A wheel loader is riding.
1,008676.jpg,A mobile crane is riding.
1,008682.jpg,A concrete mixer truck is riding.
1,008691.jpg,A mobile crane is riding.
1,008730.jpg,A wheel loader is riding.
1,008782.jpg,A compactor is riding.
1,008795.jpg,A compactor is riding.
1,008878.jpg,A mobile crane is riding.
1,008879.jpg,A concrete mixer truck is riding.
1,008900.jpg,A compactor is riding.
1,008909.jpg,A mobile crane is riding.
1,008928.jpg,A concrete mixer truck is riding.
1,009278.jpg,A dump truck is dumping.
1,009298.jpg,A wheel loader is riding.
1,009416.jpg,A concrete mixer truck is riding.
1,009417.jpg,A mobile crane is riding.
1,009420.jpg,A wheel loader is riding.
1,009424.jpg,A concrete mixer truck is riding.
1,009433.jpg,An excavator is dumping soil in a dump truck.
1,009436.jpg,A backhoe loader is pushing soil.
1,009442.jpg,A concrete mixer truck is riding.
1,009450.jpg,A wheel loader is riding.
1,009541.jpg,A concrete mixer truck is riding.
1,009665.jpg,A compactor is riding.
1,009696.jpg,A mobile crane is riding.
1,009734.jpg,A concrete mixer truck is riding.
1,009746.jpg,A concrete mixer truck is riding.
1,009765.jpg,A wheel loader is riding.
1,009852.jpg,An excavator is digging.
1,009855.jpg,A backhoe loader is riding.
2,000002.jpg,Backhoe loader is shovelling the soil 
2,000002.jpg,Backhoe loader is excavating the soil
2,000003.jpg,Wheel loader is driving on the ground
2,000003.jpg,Wheel loader is standing in the field
2,000004.jpg,Backhoe loader is dumping the soil
2,000004.jpg,Backhoe loader is shovelling the soil 
2,000005.jpg,Excavator is loading sands to a dump track
2,000005.jpg,Excavator filling out the dump truck with excavated soil
2,000006.jpg,Grader is driving on the road
2,000006.jpg,Grader is driving on the road by a man
2,000007.jpg,Grader is driving on the road
2,000007.jpg,Grader is driving on the road in front of the forest
2,000008.jpg,Grader is driving on a mud road
2,000008.jpg,Grader is levelling the surface of the road
2,000009.jpg,Compactor is driven by a man
2,000009.jpg,A compactor is moving on the ground
2,000010.jpg,Grader is driving on a inclined mud road
2,000010.jpg,A grader is compacting the foundation
2,000011.jpg,Dozer steps on lots of brick pieces 
2,000011.jpg,A dozer is compacting the uneven ground
2,000012.jpg,A excavator is excavating soil
2,000012.jpg,Excavator is digging mud in a site 
2,000013.jpg,A excavator is working with two dump trucks
2,000013.jpg,Two dump trucks and one excavator are removing some sand and stones
2,000014.jpg,Three dump trucks and two excavators are removing some sand and stones
2,000014.jpg,Two excavators are excavating and working with several dump trucks 
2,000015.jpg,A backhoe loader is in snowing
2,000015.jpg,Backhoe loader is driving on the snow road
2,000016.jpg,A backhoe loader is excavating in the forest. 
2,000016.jpg,Backhoe loader is driving on the road
2,000017.jpg,Two excavators are earth moving
2,000017.jpg,Two excavators and one dump truck are removing some sand and stones
2,000018.jpg,The backhoe loader and  truck are moving 
2,000018.jpg,Backhoe loader is driving on the road
2,000019.jpg,An excavator is dumping dirt to trucks on a clear day
2,000019.jpg,Four dump trucks and one excavator are carrying out some sand and stones
2,000020.jpg,A dozer is moving the dirt
2,000020.jpg,Dozer is pushing some sand and stones
2,000021.jpg,Compactor is compacting the soil
2,000021.jpg,The compactor is compacting dirt
2,000022.jpg,Wheel loader is standing on the surface
2,000022.jpg,The wheel loader is empty
2,000023.jpg,The dozer is pushing the dirt
2,000023.jpg,Dozer is the and levelling the surface 
2,000024.jpg,Dozer is levelling the surface of the road
2,000024.jpg,The dozer is driving toward me 
2,000025.jpg,A huge excavator is grading big gravel
2,000025.jpg,An excavator is excavating the rocks
2,000026.jpg,A mobile crane is parking besides a white low-rise building 
2,000026.jpg,A mobile-crane is erecting a building components
2,000027.jpg,A cement-truck is parked in the construction site
2,000027.jpg,A cement truck stopped beside a half-finished two story building 
2,000028.jpg,Several dump trucks and an excavator are performing earth moving activity on a huge construction site.
2,000028.jpg,An excavator is excavating the ground surface and five dump-trucks are loading the soil
2,000029.jpg,The excavator is parked on the site 
2,000029.jpg,Excavator is shovelling the rock
2,000030.jpg,The grader is grading is grading on the road
2,000030.jpg,Grading loosens the ground 
2,000031.jpg,Grader loosens the ground 
2,000031.jpg,The grader is grading on a construction site
2,000032.jpg,Grader loosens the ground 
2,000032.jpg,The grader is grading the construction site
2,000033.jpg,Wheel loader is shovelling the rock
2,000033.jpg,The wheel loader is transporting a bucket of grey stones 
2,000034.jpg,Mobile crane is lifting objects
2,000034.jpg,Two mobile cranes are standby on the dock
2,000035.jpg,Backhoe loader and excavator is shovelling the soil
2,000035.jpg,A backhoe loader and a excavator are sitting on the soil ground
2,000036.jpg,Wheel loader is shovelling the stone and dump truck is loading the stone
2,000036.jpg,A wheel loader is grabbing soil to transport to the dump truck
2,000037.jpg,A wheel loader and a dump truck are moving on the site
2,000037.jpg,A wheel loader is driving ahead to soil
2,000038.jpg,A mobile crane is lifting an object and a cement-truck is dumping cement aside a road construction site
2,000038.jpg,A cement truck is moving toward a mobile crane
2,000039.jpg,A grader is moving the snow
2,000039.jpg,A grader is cleaning snow
2,000040.jpg,Two excavators and three dump trucks are conducting earth moving construction activity
2,000040.jpg,An excavator dumping soil into a dump-truck
2,000041.jpg,Dozer is driving on the road
2,000041.jpg,Dozer is working under the shadow
2,000042.jpg,Compactor is crushing the stone
2,000042.jpg,Compactor is standing on the stone field
2,000043.jpg,Compactor is turning toward a small different working site
2,000043.jpg,Compactor evens out the ground
2,000044.jpg,Grader is shovelling the snow
2,000044.jpg,Grader us cleaning the snow on the road
2,000045.jpg,Tower crane is in a site beside lots of buildings
2,000045.jpg,Tower crane is lifting objects
2,000046.jpg,Grader loosens the soil
2,000046.jpg,Grader is driving on a muddy road
